P46527,a,All alpha proteins,a.288,UraD-like,a.288.1,UraD-Like,a.288.1.1,UraD-like,5.86
Q15173,a,All alpha proteins,a.118,alpha-alpha superhelix,a.118.1,ARM repeat,a.118.1.24,Plakophilin 1 helical region,33.38
Q5T7M4,b,All beta proteins,b.22,TNF-like,b.22.1,TNF-like,b.22.1.0,automated matches,99.53
Q5T7M4,b,All beta proteins,b.22,TNF-like,b.22.1,TNF-like,b.22.1.1,TNF-like,99.49
Q5T7M4,b,All beta proteins,b.132,Supernatant protein factor (SPF), C-terminal domain,b.132.1,Supernatant protein factor (SPF), C-terminal domain,b.132.1.0,automated matches,17.47
Q5T7M4,b,All beta proteins,b.139,Surface presentation of antigens (SPOA),b.139.1,Surface presentation of antigens (SPOA),b.139.1.1,Surface presentation of antigens (SPOA),10.25
Q5T7M4,b,All beta proteins,b.40,OB-fold,b.40.6,MOP-like,b.40.6.2,BiMOP, duplicated molybdate-binding domain,10.17
P01583,b,All beta proteins,b.42,beta-Trefoil,b.42.1,Cytokine,b.42.1.2,Interleukin-1 (IL-1),100
P01583,b,All beta proteins,b.42,beta-Trefoil,b.42.1,Cytokine,b.42.1.1,Fibroblast growth factors (FGF),77.27
P01583,a,All alpha proteins,a.108,Ribosomal protein L7/12, oligomerisation (N-terminal) domain,a.108.1,Ribosomal protein L7/12, oligomerisation (N-terminal) domain,a.108.1.1,Ribosomal protein L7/12, oligomerisation (N-terminal) domain,5.31
P01583,c,Alpha and beta proteins (a/b),c.78,ATC-like,c.78.1,Aspartate/ornithine carbamoyltransferase,c.78.1.1,Aspartate/ornithine carbamoyltransferase,1.69
P01583,d,Alpha and beta proteins (a+b),d.244,Cell division protein ZapA-like,d.244.1,Cell division protein ZapA-like,d.244.1.0,automated matches,1.67
P01583,c,Alpha and beta proteins (a/b),c.78,ATC-like,c.78.1,Aspartate/ornithine carbamoyltransferase,c.78.1.0,automated matches,1.57
P05067,a,All alpha proteins,a.47,STAT-like,a.47.4,CAPPD, an extracellular domain of amyloid beta A4 protein,a.47.4.1,CAPPD, an extracellular domain of amyloid beta A4 protein,99.96
P05067,d,Alpha and beta proteins (a+b),d.230,Dodecin subunit-like,d.230.3,Amyloid beta a4 protein copper binding domain (domain 2),d.230.3.0,automated matches,99.79
P05067,g,Small proteins,g.8,BPTI-like,g.8.1,BPTI-like,g.8.1.1,Small Kunitz-type inhibitors & BPTI-like toxins,97.27
P05067,g,Small proteins,g.8,BPTI-like,g.8.1,BPTI-like,g.8.1.0,automated matches,97.1
P09104,c,Alpha and beta proteins (a/b),c.1,TIM beta/alpha-barrel,c.1.11,Enolase C-terminal domain-like,c.1.11.1,Enolase,100
P09104,c,Alpha and beta proteins (a/b),c.1,TIM beta/alpha-barrel,c.1.11,Enolase C-terminal domain-like,c.1.11.0,automated matches,100
P09104,c,Alpha and beta proteins (a/b),c.1,TIM beta/alpha-barrel,c.1.11,Enolase C-terminal domain-like,c.1.11.2,D-glucarate dehydratase-like,99.81
P09104,d,Alpha and beta proteins (a+b),d.54,Enolase N-terminal domain-like,d.54.1,Enolase N-terminal domain-like,d.54.1.0,automated matches,99.66
P09104,d,Alpha and beta proteins (a+b),d.54,Enolase N-terminal domain-like,d.54.1,Enolase N-terminal domain-like,d.54.1.1,Enolase N-terminal domain-like,99.12
P09104,c,Alpha and beta proteins (a/b),c.1,TIM beta/alpha-barrel,c.1.2,Ribulose-phoshate binding barrel,c.1.2.4,Tryptophan biosynthesis enzymes,25.13
P42575,a,All alpha proteins,a.77,DEATH domain,a.77.1,DEATH domain,a.77.1.3,Caspase recruitment domain, CARD,98.68
P42575,a,All alpha proteins,a.32,Transcription factor IIA (TFIIA), alpha-helical domain,a.32.1,Transcription factor IIA (TFIIA), alpha-helical domain,a.32.1.1,Transcription factor IIA (TFIIA), alpha-helical domain,13.36
P42575,a,All alpha proteins,a.140,LEM/SAP HeH motif,a.140.1,LEM domain,a.140.1.1,LEM domain,13.01
P42575,e,Multi-domain proteins (alpha and beta),e.52,NAD kinase/diacylglycerol kinase-like,e.52.1,NAD kinase/diacylglycerol kinase-like,e.52.1.2,Diacylglycerol kinase-like,10.91
P42575,a,All alpha proteins,a.26,4-helical cytokines,a.26.1,4-helical cytokines,a.26.1.2,Short-chain cytokines,7.52
P78543,d,Alpha and beta proteins (a+b),d.39,DLC,d.39.1,DLC,d.39.1.1,DLC,18.32
P78543,a,All alpha proteins,a.34,Dimerisation interlock,a.34.1,SinR repressor dimerisation domain-like,a.34.1.1,SinR repressor dimerisation domain-like,17.88
P78543,a,All alpha proteins,a.5,RuvA C-terminal domain-like,a.5.4,Elongation factor TFIIS domain 2,a.5.4.1,Elongation factor TFIIS domain 2,16.78
P78543,a,All alpha proteins,a.248,SP0561-like,a.248.1,SP0561-like,a.248.1.1,SP0561-like,14.5
P78543,a,All alpha proteins,a.43,Ribbon-helix-helix,a.43.1,Ribbon-helix-helix,a.43.1.3,CopG-like,14.48
P78543,a,All alpha proteins,a.43,Ribbon-helix-helix,a.43.1,Ribbon-helix-helix,a.43.1.0,automated matches,13.41
P78543,d,Alpha and beta proteins (a+b),d.52,Alpha-lytic protease prodomain-like,d.52.1,Alpha-lytic protease prodomain,d.52.1.1,Alpha-lytic protease prodomain,12.07
Q9NQC7,d,Alpha and beta proteins (a+b),d.3,Cysteine proteinases,d.3.1,Cysteine proteinases,d.3.1.9,Ubiquitin carboxyl-terminal hydrolase, UCH,99.82
Q9NQC7,b,All beta proteins,b.34,SH3-like barrel,b.34.10,Cap-Gly domain,b.34.10.1,Cap-Gly domain,99.27
Q9NQC7,g,Small proteins,g.43,B-box zinc-binding domain,g.43.1,B-box zinc-binding domain,g.43.1.1,B-box zinc-binding domain,46.17
P16035,b,All beta proteins,b.40,OB-fold,b.40.3,TIMP-like,b.40.3.1,Tissue inhibitor of metalloproteinases, TIMP,99.79
P16035,b,All beta proteins,b.40,OB-fold,b.40.3,TIMP-like,b.40.3.0,automated matches,99.71
P16035,b,All beta proteins,b.40,OB-fold,b.40.3,TIMP-like,b.40.3.3,Netrin-like domain (NTR/C345C module),99.48
P16035,f,Membrane and cell surface proteins and peptides,f.23,Single transmembrane helix,f.23.43,ATP1G1/PLM/MAT8-like (FXYD-like),f.23.43.1,ATP1G1/PLM/MAT8-like (FXYD-like),6.66
P16035,d,Alpha and beta proteins (a+b),d.230,Dodecin subunit-like,d.230.6,YdgH-like,d.230.6.1,YdgH-like,5.06
P16035,g,Small proteins,g.3,Knottins (small inhibitors, toxins, lectins),g.3.3,Cyclotides,g.3.3.1,Kalata B1,3.03
P16035,a,All alpha proteins,a.15,TAF(II)230 TBP-binding fragment,a.15.1,TAF(II)230 TBP-binding fragment,a.15.1.1,TAF(II)230 TBP-binding fragment,2.57
P16035,a,All alpha proteins,a.35,lambda repressor-like DNA-binding domains,a.35.1,lambda repressor-like DNA-binding domains,a.35.1.7,CUT domain,2.02
Q13501,d,Alpha and beta proteins (a+b),d.15,beta-Grasp (ubiquitin-like),d.15.2,CAD & PB1 domains,d.15.2.2,PB1 domain,99.01
Q13501,g,Small proteins,g.44,RING/U-box,g.44.1,RING/U-box,g.44.1.6,ZZ domain,97.91
Q13501,a,All alpha proteins,a.5,RuvA C-terminal domain-like,a.5.2,UBA-like,a.5.2.1,UBA domain,92.7
Q13501,a,All alpha proteins,a.5,RuvA C-terminal domain-like,a.5.2,UBA-like,a.5.2.0,automated matches,66.35
Q13501,g,Small proteins,g.49,Cysteine-rich domain,g.49.1,Cysteine-rich domain,g.49.1.3,C1-like domain,61.64
Q13501,a,All alpha proteins,a.5,RuvA C-terminal domain-like,a.5.2,UBA-like,a.5.2.4,CUE domain,37.64
Q13501,g,Small proteins,g.41,Rubredoxin-like,g.41.3,Zinc beta-ribbon,g.41.3.5,PhnA zinc-binding domain,30.34
Q13501,g,Small proteins,g.39,Glucocorticoid receptor-like (DNA-binding domain),g.39.1,Glucocorticoid receptor-like (DNA-binding domain),g.39.1.3,LIM domain,26.61
Q13501,g,Small proteins,g.43,B-box zinc-binding domain,g.43.1,B-box zinc-binding domain,g.43.1.1,B-box zinc-binding domain,25.87
Q06889,g,Small proteins,g.37,beta-beta-alpha zinc fingers,g.37.1,beta-beta-alpha zinc fingers,g.37.1.0,automated matches,97.75
Q06889,g,Small proteins,g.37,beta-beta-alpha zinc fingers,g.37.1,beta-beta-alpha zinc fingers,g.37.1.1,Classic zinc finger, C2H2,97.73
Q06889,g,Small proteins,g.37,beta-beta-alpha zinc fingers,g.37.1,beta-beta-alpha zinc fingers,g.37.1.3,Plant C2H2 finger (QALGGH zinc finger),82.14
Q06889,g,Small proteins,g.41,Rubredoxin-like,g.41.3,Zinc beta-ribbon,g.41.3.1,Transcriptional factor domain,82.07
P61221,c,Alpha and beta proteins (a/b),c.37,P-loop containing nucleoside triphosphate hydrolases,c.37.1,P-loop containing nucleoside triphosphate hydrolases,c.37.1.12,ABC transporter ATPase domain-like,99.83
P61221,c,Alpha and beta proteins (a/b),c.37,P-loop containing nucleoside triphosphate hydrolases,c.37.1,P-loop containing nucleoside triphosphate hydrolases,c.37.1.0,automated matches,99.82
P61221,c,Alpha and beta proteins (a/b),c.37,P-loop containing nucleoside triphosphate hydrolases,c.37.1,P-loop containing nucleoside triphosphate hydrolases,c.37.1.1,Nucleotide and nucleoside kinases,99.26
P61221,c,Alpha and beta proteins (a/b),c.37,P-loop containing nucleoside triphosphate hydrolases,c.37.1,P-loop containing nucleoside triphosphate hydrolases,c.37.1.6,Phosphoribulokinase/pantothenate kinase,98.96
P61221,c,Alpha and beta proteins (a/b),c.37,P-loop containing nucleoside triphosphate hydrolases,c.37.1,P-loop containing nucleoside triphosphate hydrolases,c.37.1.10,Nitrogenase iron protein-like,98.63
P61221,c,Alpha and beta proteins (a/b),c.37,P-loop containing nucleoside triphosphate hydrolases,c.37.1,P-loop containing nucleoside triphosphate hydrolases,c.37.1.11,RecA protein-like (ATPase-domain),98.05
P61221,c,Alpha and beta proteins (a/b),c.37,P-loop containing nucleoside triphosphate hydrolases,c.37.1,P-loop containing nucleoside triphosphate hydrolases,c.37.1.8,G proteins,97.95
P61221,d,Alpha and beta proteins (a+b),d.58,Ferredoxin-like,d.58.1,4Fe-4S ferredoxins,d.58.1.1,Short-chain ferredoxins,96.46
P61221,c,Alpha and beta proteins (a/b),c.37,P-loop containing nucleoside triphosphate hydrolases,c.37.1,P-loop containing nucleoside triphosphate hydrolases,c.37.1.20,Extended AAA-ATPase domain,96.45
P61221,c,Alpha and beta proteins (a/b),c.37,P-loop containing nucleoside triphosphate hydrolases,c.37.1,P-loop containing nucleoside triphosphate hydrolases,c.37.1.24,Type II thymidine kinase,96.19
P61221,d,Alpha and beta proteins (a+b),d.58,Ferredoxin-like,d.58.1,4Fe-4S ferredoxins,d.58.1.2,7-Fe ferredoxin,96.13
P61221,c,Alpha and beta proteins (a/b),c.91,PEP carboxykinase-like,c.91.1,PEP carboxykinase-like,c.91.1.2,HPr kinase HprK C-terminal domain,95.71
P50995,a,All alpha proteins,a.65,Annexin,a.65.1,Annexin,a.65.1.1,Annexin,100
P50995,a,All alpha proteins,a.24,Four-helical up-and-down bundle,a.24.11,Bacterial GAP domain,a.24.11.1,Bacterial GAP domain,60.59
P50995,f,Membrane and cell surface proteins and peptides,f.40,V-type ATP synthase subunit C,f.40.1,V-type ATP synthase subunit C,f.40.1.1,V-type ATP synthase subunit C,24.61
P50995,f,Membrane and cell surface proteins and peptides,f.1,Toxins' membrane translocation domains,f.1.1,Colicin,f.1.1.1,Colicin,22.18
P49768,f,Membrane and cell surface proteins and peptides,f.23,Single transmembrane helix,f.23.25,PetM subunit of the cytochrome b6f complex,f.23.25.1,PetM subunit of the cytochrome b6f complex,9.56
P49768,f,Membrane and cell surface proteins and peptides,f.1,Toxins' membrane translocation domains,f.1.1,Colicin,f.1.1.1,Colicin,6.16
P49768,f,Membrane and cell surface proteins and peptides,f.17,Transmembrane helix hairpin,f.17.2,Cytochrome c oxidase subunit II-like, transmembrane region,f.17.2.1,Cytochrome c oxidase subunit II-like, transmembrane region,4.29
P49768,f,Membrane and cell surface proteins and peptides,f.23,Single transmembrane helix,f.23.43,ATP1G1/PLM/MAT8-like (FXYD-like),f.23.43.1,ATP1G1/PLM/MAT8-like (FXYD-like),2.42
P49768,f,Membrane and cell surface proteins and peptides,f.62,Diacylglycerol kinase (DgkA)-like,f.62.1,Diacylglycerol kinase (DgkA)-like,f.62.1.1,Diacylglycerol kinase (DgkA)-like,1.77
Q7Z2D5,a,All alpha proteins,a.14,VHP, Villin headpiece domain,a.14.1,VHP, Villin headpiece domain,a.14.1.1,VHP, Villin headpiece domain,2.84
Q7Z2D5,f,Membrane and cell surface proteins and peptides,f.13,Class A G protein-coupled receptor (GPCR)-like,f.13.1,Class A G protein-coupled receptor (GPCR)-like,f.13.1.3,Amine receptor-like,2.49
Q7Z2D5,f,Membrane and cell surface proteins and peptides,f.31,Photosystem I reaction center subunit XI, PsaL,f.31.1,Photosystem I reaction center subunit XI, PsaL,f.31.1.1,Photosystem I reaction center subunit XI, PsaL,1.91
Q7Z2D5,f,Membrane and cell surface proteins and peptides,f.23,Single transmembrane helix,f.23.26,PetG subunit of the cytochrome b6f complex,f.23.26.1,PetG subunit of the cytochrome b6f complex,1.19
Q7Z2D5,f,Membrane and cell surface proteins and peptides,f.23,Single transmembrane helix,f.23.17,Subunit VIII of photosystem I reaction centre, PsaI,f.23.17.1,Subunit VIII of photosystem I reaction centre, PsaI,1.04
Q7Z2D5,f,Membrane and cell surface proteins and peptides,f.29,Photosystem I subunits PsaA/PsaB,f.29.1,Photosystem I subunits PsaA/PsaB,f.29.1.1,Photosystem I subunits PsaA/PsaB,1.01
P22352,c,Alpha and beta proteins (a/b),c.47,Thioredoxin fold,c.47.1,Thioredoxin-like,c.47.1.0,automated matches,99.79
P22352,c,Alpha and beta proteins (a/b),c.47,Thioredoxin fold,c.47.1,Thioredoxin-like,c.47.1.10,Glutathione peroxidase-like,99.6
P22352,c,Alpha and beta proteins (a/b),c.47,Thioredoxin fold,c.47.1,Thioredoxin-like,c.47.1.24,UAS domain,98.78
P22352,c,Alpha and beta proteins (a/b),c.47,Thioredoxin fold,c.47.1,Thioredoxin-like,c.47.1.9,DsbC/DsbG C-terminal domain-like,98.67
P22352,c,Alpha and beta proteins (a/b),c.47,Thioredoxin fold,c.47.1,Thioredoxin-like,c.47.1.2,PDI-like,98.53
P22352,c,Alpha and beta proteins (a/b),c.47,Thioredoxin fold,c.47.1,Thioredoxin-like,c.47.1.1,Thioltransferase,98.26
P22352,c,Alpha and beta proteins (a/b),c.47,Thioredoxin fold,c.47.1,Thioredoxin-like,c.47.1.16,Txnl5-like,98.17
P22352,c,Alpha and beta proteins (a/b),c.47,Thioredoxin fold,c.47.1,Thioredoxin-like,c.47.1.7,ERP29 N domain-like,97.79
P22352,c,Alpha and beta proteins (a/b),c.47,Thioredoxin fold,c.47.1,Thioredoxin-like,c.47.1.8,spliceosomal protein U5-15Kd,97.64
P22352,c,Alpha and beta proteins (a/b),c.47,Thioredoxin fold,c.47.1,Thioredoxin-like,c.47.1.15,KaiB-like,97.47
P22352,c,Alpha and beta proteins (a/b),c.47,Thioredoxin fold,c.47.1,Thioredoxin-like,c.47.1.6,Phosducin,97.36
P22352,c,Alpha and beta proteins (a/b),c.47,Thioredoxin fold,c.47.1,Thioredoxin-like,c.47.1.13,DsbA-like,96.98
P22352,c,Alpha and beta proteins (a/b),c.47,Thioredoxin fold,c.47.1,Thioredoxin-like,c.47.1.19,Atu2684-like,95.53
P62495,d,Alpha and beta proteins (a+b),d.91,N-terminal domain of eukaryotic peptide chain release factor subunit 1, ERF1,d.91.1,N-terminal domain of eukaryotic peptide chain release factor subunit 1, ERF1,d.91.1.1,N-terminal domain of eukaryotic peptide chain release factor subunit 1, ERF1,99.81
P62495,d,Alpha and beta proteins (a+b),d.91,N-terminal domain of eukaryotic peptide chain release factor subunit 1, ERF1,d.91.1,N-terminal domain of eukaryotic peptide chain release factor subunit 1, ERF1,d.91.1.0,automated matches,99.8
P62495,d,Alpha and beta proteins (a+b),d.79,Bacillus chorismate mutase-like,d.79.3,L30e-like,d.79.3.2,ERF1/Dom34 C-terminal domain-like,99.72
P62495,d,Alpha and beta proteins (a+b),d.79,Bacillus chorismate mutase-like,d.79.3,L30e-like,d.79.3.0,automated matches,99.59
P62495,c,Alpha and beta proteins (a/b),c.55,Ribonuclease H-like motif,c.55.4,Translational machinery components,c.55.4.2,ERF1/Dom34 middle domain-like,99.29
P62495,c,Alpha and beta proteins (a/b),c.55,Ribonuclease H-like motif,c.55.4,Translational machinery components,c.55.4.0,automated matches,98.97
P62495,b,All beta proteins,b.38,Sm-like fold,b.38.4,Dom34/Pelota N-terminal domain-like,b.38.4.1,Dom34/Pelota N-terminal domain-like,83.45
P62495,d,Alpha and beta proteins (a+b),d.79,Bacillus chorismate mutase-like,d.79.3,L30e-like,d.79.3.1,L30e/L7ae ribosomal proteins,63.05
P35222,a,All alpha proteins,a.118,alpha-alpha superhelix,a.118.1,ARM repeat,a.118.1.0,automated matches,99.7
P35222,a,All alpha proteins,a.118,alpha-alpha superhelix,a.118.1,ARM repeat,a.118.1.1,Armadillo repeat,99.69
P35222,a,All alpha proteins,a.118,alpha-alpha superhelix,a.118.1,ARM repeat,a.118.1.10,Clathrin adaptor core protein,99.63
P35222,a,All alpha proteins,a.118,alpha-alpha superhelix,a.118.1,ARM repeat,a.118.1.24,Plakophilin 1 helical region,99.63
Q9NSY1,d,Alpha and beta proteins (a+b),d.144,Protein kinase-like (PK-like),d.144.1,Protein kinase-like (PK-like),d.144.1.0,automated matches,99.89
Q9NSY1,d,Alpha and beta proteins (a+b),d.144,Protein kinase-like (PK-like),d.144.1,Protein kinase-like (PK-like),d.144.1.7,Protein kinases, catalytic subunit,99.89
Q9NSY1,d,Alpha and beta proteins (a+b),d.144,Protein kinase-like (PK-like),d.144.1,Protein kinase-like (PK-like),d.144.1.6,APH phosphotransferases,97.05
Q14511,b,All beta proteins,b.34,SH3-like barrel,b.34.2,SH3-domain,b.34.2.1,SH3-domain,94.45
Q14511,b,All beta proteins,b.34,SH3-like barrel,b.34.2,SH3-domain,b.34.2.0,automated matches,93.81
Q14511,a,All alpha proteins,a.216,I/LWEQ domain,a.216.1,I/LWEQ domain,a.216.1.1,I/LWEQ domain,82.61
Q14511,a,All alpha proteins,a.24,Four-helical up-and-down bundle,a.24.9,alpha-catenin/vinculin-like,a.24.9.1,alpha-catenin/vinculin,80.23
Q14511,f,Membrane and cell surface proteins and peptides,f.1,Toxins' membrane translocation domains,f.1.4,Bcl-2 inhibitors of programmed cell death,f.1.4.1,Bcl-2 inhibitors of programmed cell death,41.81
Q14511,a,All alpha proteins,a.24,Four-helical up-and-down bundle,a.24.9,alpha-catenin/vinculin-like,a.24.9.2,VBS domain,31.15
Q14511,a,All alpha proteins,a.301,Sus1-like,a.301.1,Sus1-like,a.301.1.1,Sus1-like,24.7
Q14511,a,All alpha proteins,a.25,Ferritin-like,a.25.3,EsxAB dimer-like,a.25.3.0,automated matches,22.55
P29466,a,All alpha proteins,a.77,DEATH domain,a.77.1,DEATH domain,a.77.1.3,Caspase recruitment domain, CARD,98.62
P29466,a,All alpha proteins,a.32,Transcription factor IIA (TFIIA), alpha-helical domain,a.32.1,Transcription factor IIA (TFIIA), alpha-helical domain,a.32.1.1,Transcription factor IIA (TFIIA), alpha-helical domain,18.48
P29466,e,Multi-domain proteins (alpha and beta),e.52,NAD kinase/diacylglycerol kinase-like,e.52.1,NAD kinase/diacylglycerol kinase-like,e.52.1.2,Diacylglycerol kinase-like,12.06
P29466,c,Alpha and beta proteins (a/b),c.140,TTHA0583/YokD-like,c.140.1,TTHA0583/YokD-like,c.140.1.1,Hypothetical protein TT1679,10.28
P29466,a,All alpha proteins,a.140,LEM/SAP HeH motif,a.140.1,LEM domain,a.140.1.1,LEM domain,10.09
P30793,d,Alpha and beta proteins (a+b),d.96,T-fold,d.96.1,Tetrahydrobiopterin biosynthesis enzymes-like,d.96.1.1,GTP cyclohydrolase I,100
P30793,d,Alpha and beta proteins (a+b),d.101,Ribonuclease PH domain 2-like,d.101.1,Ribonuclease PH domain 2-like,d.101.1.1,Ribonuclease PH domain 2-like,10.54
P30793,a,All alpha proteins,a.2,Long alpha-hairpin,a.2.16,Calcyclin-binding protein-like,a.2.16.1,Siah interacting protein N terminal domain-like,8.36
P30793,d,Alpha and beta proteins (a+b),d.96,T-fold,d.96.1,Tetrahydrobiopterin biosynthesis enzymes-like,d.96.1.0,automated matches,7.33
P30793,c,Alpha and beta proteins (a/b),c.114,DsrEFH-like,c.114.1,DsrEFH-like,c.114.1.1,DsrEF-like,6.31
P30793,d,Alpha and beta proteins (a+b),d.45,ClpS-like,d.45.1,ClpS-like,d.45.1.1,Ribosomal protein L7/12, C-terminal domain,5.66
P30793,c,Alpha and beta proteins (a/b),c.153,YerB-like,c.153.1,YerB-like,c.153.1.1,YerB-like,5.65
P30793,a,All alpha proteins,a.39,EF Hand-like,a.39.1,EF-hand,a.39.1.5,Calmodulin-like,4.64
O00429,c,Alpha and beta proteins (a/b),c.37,P-loop containing nucleoside triphosphate hydrolases,c.37.1,P-loop containing nucleoside triphosphate hydrolases,c.37.1.8,G proteins,99.89
O00429,c,Alpha and beta proteins (a/b),c.37,P-loop containing nucleoside triphosphate hydrolases,c.37.1,P-loop containing nucleoside triphosphate hydrolases,c.37.1.0,automated matches,98.21
O00429,c,Alpha and beta proteins (a/b),c.37,P-loop containing nucleoside triphosphate hydrolases,c.37.1,P-loop containing nucleoside triphosphate hydrolases,c.37.1.10,Nitrogenase iron protein-like,98
O00429,c,Alpha and beta proteins (a/b),c.37,P-loop containing nucleoside triphosphate hydrolases,c.37.1,P-loop containing nucleoside triphosphate hydrolases,c.37.1.1,Nucleotide and nucleoside kinases,89.05
O00429,c,Alpha and beta proteins (a/b),c.37,P-loop containing nucleoside triphosphate hydrolases,c.37.1,P-loop containing nucleoside triphosphate hydrolases,c.37.1.12,ABC transporter ATPase domain-like,88.63
O00429,c,Alpha and beta proteins (a/b),c.37,P-loop containing nucleoside triphosphate hydrolases,c.37.1,P-loop containing nucleoside triphosphate hydrolases,c.37.1.6,Phosphoribulokinase/pantothenate kinase,87.74
O00429,c,Alpha and beta proteins (a/b),c.37,P-loop containing nucleoside triphosphate hydrolases,c.37.1,P-loop containing nucleoside triphosphate hydrolases,c.37.1.11,RecA protein-like (ATPase-domain),86.74
O00429,c,Alpha and beta proteins (a/b),c.37,P-loop containing nucleoside triphosphate hydrolases,c.37.1,P-loop containing nucleoside triphosphate hydrolases,c.37.1.25,Atu3015-like,86.67
O00429,c,Alpha and beta proteins (a/b),c.37,P-loop containing nucleoside triphosphate hydrolases,c.37.1,P-loop containing nucleoside triphosphate hydrolases,c.37.1.2,Shikimate kinase (AroK),86.3
O75354,c,Alpha and beta proteins (a/b),c.55,Ribonuclease H-like motif,c.55.1,Actin-like ATPase domain,c.55.1.0,automated matches,99.67
O75354,c,Alpha and beta proteins (a/b),c.55,Ribonuclease H-like motif,c.55.1,Actin-like ATPase domain,c.55.1.8,Ppx/GppA phosphatase,99.65
O75354,c,Alpha and beta proteins (a/b),c.55,Ribonuclease H-like motif,c.55.1,Actin-like ATPase domain,c.55.1.6,ATPase domain of dehydratase reactivase alpha subunit,43.73
O75354,c,Alpha and beta proteins (a/b),c.55,Ribonuclease H-like motif,c.55.1,Actin-like ATPase domain,c.55.1.1,Actin/HSP70,39.81
O75354,c,Alpha and beta proteins (a/b),c.55,Ribonuclease H-like motif,c.55.1,Actin-like ATPase domain,c.55.1.10,ROK,26.27
P01574,a,All alpha proteins,a.26,4-helical cytokines,a.26.1,4-helical cytokines,a.26.1.3,Interferons/interleukin-10 (IL-10),100
P01574,a,All alpha proteins,a.26,4-helical cytokines,a.26.1,4-helical cytokines,a.26.1.0,automated matches,100
P01574,c,Alpha and beta proteins (a/b),c.23,Flavodoxin-like,c.23.17,Precorrin-8X methylmutase CbiC/CobH,c.23.17.1,Precorrin-8X methylmutase CbiC/CobH,7.78
P01574,a,All alpha proteins,a.69,Left-handed superhelix,a.69.4,BH3980-like,a.69.4.1,BH3980-like,6.44
P01574,a,All alpha proteins,a.60,SAM domain-like,a.60.15,YozE-like,a.60.15.1,YozE-like,5.96
P01574,a,All alpha proteins,a.16,S15/NS1 RNA-binding domain,a.16.1,S15/NS1 RNA-binding domain,a.16.1.2,Ribosomal protein S15,4.51
P55957,f,Membrane and cell surface proteins and peptides,f.1,Toxins' membrane translocation domains,f.1.4,Bcl-2 inhibitors of programmed cell death,f.1.4.1,Bcl-2 inhibitors of programmed cell death,100
P55957,f,Membrane and cell surface proteins and peptides,f.1,Toxins' membrane translocation domains,f.1.4,Bcl-2 inhibitors of programmed cell death,f.1.4.0,automated matches,99.59
P55957,f,Membrane and cell surface proteins and peptides,f.23,Single transmembrane helix,f.23.27,PetN subunit of the cytochrome b6f complex,f.23.27.1,PetN subunit of the cytochrome b6f complex,8.65
P55957,a,All alpha proteins,a.283,ENT-like,a.283.1,ENT-like,a.283.1.1,Emsy N terminal (ENT) domain-like,6.1
P55957,a,All alpha proteins,a.118,alpha-alpha superhelix,a.118.27,DIL domain-like,a.118.27.1,DIL domains from class V myosins,3.21
P55957,a,All alpha proteins,a.7,Spectrin repeat-like,a.7.13,XseB-like,a.7.13.1,XseB-like,2.51
Q14CZ7,c,Alpha and beta proteins (a/b),c.52,Restriction endonuclease-like,c.52.1,Restriction endonuclease-like,c.52.1.15,Very short patch repair (VSR) endonuclease,88.22
Q14CZ7,a,All alpha proteins,a.118,alpha-alpha superhelix,a.118.1,ARM repeat,a.118.1.10,Clathrin adaptor core protein,28.32
Q14CZ7,a,All alpha proteins,a.118,alpha-alpha superhelix,a.118.1,ARM repeat,a.118.1.1,Armadillo repeat,23.63
Q14CZ7,a,All alpha proteins,a.118,alpha-alpha superhelix,a.118.14,FliG,a.118.14.0,automated matches,11.49
Q96LC9,f,Membrane and cell surface proteins and peptides,f.1,Toxins' membrane translocation domains,f.1.4,Bcl-2 inhibitors of programmed cell death,f.1.4.1,Bcl-2 inhibitors of programmed cell death,65.13
Q96LC9,f,Membrane and cell surface proteins and peptides,f.1,Toxins' membrane translocation domains,f.1.4,Bcl-2 inhibitors of programmed cell death,f.1.4.0,automated matches,22.61
Q96LC9,a,All alpha proteins,a.4,DNA/RNA-binding 3-helical bundle,a.4.5,"Winged helix" DNA-binding domain,a.4.5.5,ArsR-like transcriptional regulators,5.65
Q96LC9,d,Alpha and beta proteins (a+b),d.367,EscU C-terminal domain-like,d.367.1,EscU C-terminal domain-like,d.367.1.0,automated matches,3.29
Q96LC9,b,All beta proteins,b.43,Reductase/isomerase/elongation factor common domain,b.43.3,Translation proteins,b.43.3.6,AlaX-M N-terminal domain-like,2.77
Q96LC9,d,Alpha and beta proteins (a+b),d.172,gp120 core,d.172.1,gp120 core,d.172.1.1,gp120 core,2.24
Q96LC9,a,All alpha proteins,a.60,SAM domain-like,a.60.4,Rad51 N-terminal domain-like,a.60.4.3,Hypothetical protein AF1548, C-terminal domain,1.89
P21860,d,Alpha and beta proteins (a+b),d.144,Protein kinase-like (PK-like),d.144.1,Protein kinase-like (PK-like),d.144.1.0,automated matches,99.92
P21860,d,Alpha and beta proteins (a+b),d.144,Protein kinase-like (PK-like),d.144.1,Protein kinase-like (PK-like),d.144.1.7,Protein kinases, catalytic subunit,99.91
P21860,c,Alpha and beta proteins (a/b),c.10,Leucine-rich repeat, LRR (right-handed beta-alpha superhelix),c.10.2,L domain-like,c.10.2.0,automated matches,99.58
